,Movie Title,Year,Age Rating,Duration,Genre,IMDB Rating,Description,Image Links
807,Argo,2012,R,120,"Biography, Drama, Thriller            ",7.7,"
Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
808,"O Brother, Where Art Thou?",2000,PG-13,107,"Adventure, Comedy, Crime            ",7.7,"
In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
809,Another Round,2020,Not Rated,117,Drama            ,7.7,"
Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.","https://m.media-amazon.com/images/M/MV5BOTNjM2Y2ZjgtMDc5NS00MDQ1LTgyNGYtYzYwMTAyNWQwYTMyXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_UX67_CR0,0,67,98_AL_.jpg"
810,Gravity,2013,PG-13,91,"Drama, Sci-Fi, Thriller            ",7.7,"
Two astronauts work together to survive after an accident leaves them stranded in space.","https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
811,The Wind Rises,2013,PG-13,126,"Animation, Biography, Drama            ",7.7,"
A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
812,Philadelphia,1993,PG-13,125,Drama            ,7.7,"
When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
813,Donnie Brasco,1997,R,127,"Biography, Crime, Drama            ",7.7,"
An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
814,Wreck-It Ralph,2012,PG,101,"Animation, Adventure, Comedy            ",7.7,"
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
815,3:10 to Yuma,2007,R,122,"Action, Crime, Drama            ",7.7,"
A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.","https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
816,Road to Perdition,2002,R,117,"Crime, Drama, Thriller            ",7.7,"
A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
817,Toy Story 4,2019,G,100,"Animation, Adventure, Comedy            ",7.7,"
When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
818,Who Framed Roger Rabbit,1988,PG,104,"Animation, Adventure, Comedy            ",7.7,"
A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.","https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg"
819,Serpico,1973,R,130,"Biography, Crime, Drama            ",7.7,"
An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.","https://m.media-amazon.com/images/M/MV5BOTRkNjg3YzQtNGE3NC00M2U1LTg1ODItNmM3ZjMyOTYzYjEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
820,Sense and Sensibility,1995,PG,136,"Drama, Romance            ",7.7,"
Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
821,When Harry Met Sally...,1989,R,95,"Comedy, Drama, Romance            ",7.7,"
Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
822,Star Trek Into Darkness,2013,PG-13,132,"Action, Adventure, Sci-Fi            ",7.7,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
823,Bonnie and Clyde,1967,R,111,"Action, Biography, Crime            ",7.7,"
Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","https://m.media-amazon.com/images/M/MV5BMTNjNzBlY2QtNmY1Ni00MzhkLThmODgtMzc3ZDQ0YzJjZjNlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
824,As Good as It Gets,1997,PG-13,139,"Comedy, Drama, Romance            ",7.7,"
A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
825,The Color Purple,1985,PG-13,154,Drama            ,7.7,"
A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.","https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
826,Dirty Harry,1971,R,102,"Action, Crime, Thriller            ",7.7,"
When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.","https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
827,Goldfinger,1964,PG,110,"Action, Adventure, Thriller            ",7.7,"
While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","https://m.media-amazon.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
828,A Man Called Ove,2015,PG-13,116,"Comedy, Drama, Romance            ",7.7,"
Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","https://m.media-amazon.com/images/M/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
829,The Name of the Rose,1986,R,130,"Drama, Mystery, Thriller            ",7.7,"
An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.","https://m.media-amazon.com/images/M/MV5BZjEyZTdhNDMtMWFkMS00ZmRjLWEyNmEtZDU3MWFkNDEzMDYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
830,The Theory of Everything,2014,PG-13,123,"Biography, Drama, Romance            ",7.7,"
A look at the relationship between the famous physicist Stephen Hawking and his wife.","https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX67_CR0,0,67,98_AL_.jpg"
831,Fried Green Tomatoes,1991,PG-13,130,Drama            ,7.7,"
A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.","https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
832,Sound of Metal,2019,R,120,"Drama, Music            ",7.7,"
A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.","https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg"
833,The Fault in Our Stars,2014,PG-13,126,"Drama, Romance            ",7.7,"
Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.","https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
834,Gattaca,1997,PG-13,106,"Drama, Sci-Fi, Thriller            ",7.7,"
A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.","https://m.media-amazon.com/images/M/MV5BOWRhZDMwMzEtNDYzNy00N2U4LWIzNGMtMmIyY2M3YWFjM2VkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
835,Empire of the Sun,1987,PG,153,"Drama, War            ",7.7,"
A young English boy struggles to survive under Japanese occupation of China during World War II.","https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
836,The Trial of the Chicago 7,2020,R,129,"Drama, History, Thriller            ",7.7,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","https://m.media-amazon.com/images/M/MV5BYjYzOGE1MjUtODgyMy00ZDAxLTljYTgtNzk0Njg2YWQwMTZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
837,Naked,1993,Not Rated,131,"Comedy, Drama            ",7.7,"
An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.","https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
838,Paprika,2006,R,90,"Animation, Drama, Fantasy            ",7.7,"
When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
839,The Bourne Supremacy,2004,PG-13,108,"Action, Mystery, Thriller            ",7.7,"
When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
840,Detachment,2011,Not Rated,98,Drama            ,7.7,"
A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.","https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_UY98_CR0,0,67,98_AL_.jpg"
841,Porco Rosso,1992,PG,94,"Animation, Adventure, Comedy            ",7.7,"
In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.","https://m.media-amazon.com/images/M/MV5BNTZjMDc2N2UtZTdjZi00ODljLTgyZmEtNDljZDAwODY4NDVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
842,Glengarry Glen Ross,1992,R,100,"Crime, Drama, Mystery            ",7.7,"
An examination of the machinations behind the scenes at a real estate office.","https://m.media-amazon.com/images/M/MV5BZDJkZjUxMzEtYmFlMy00MzM5LWJiMjUtNjI2MjBkNTE1MjU5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
843,Kung Fu Hustle,2004,R,99,"Action, Comedy, Fantasy            ",7.7,"
In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg"
844,Clerks,1994,R,92,Comedy            ,7.7,"
A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
845,Being John Malkovich,1999,R,113,"Comedy, Drama, Fantasy            ",7.7,"
A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.","https://m.media-amazon.com/images/M/MV5BMTFlYjgyMjUtNmJhZS00MDY2LTg0ZmMtNTVlNDA2NTUwYTRjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
846,The Verdict,1982,R,129,Drama            ,7.7,"
An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","https://m.media-amazon.com/images/M/MV5BNTFkYTk4MDktMjkwYS00ZmQzLTkzYzItODgyMjZhY2E2ZGI2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
847,The Longest Day,1962,G,178,"Action, Drama, History            ",7.7,"
The events of D-Day, told on a grand scale from both the Allied and German points of view.","https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
848,Adaptation.,2002,R,115,"Comedy, Drama            ",7.7,"
A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.","https://m.media-amazon.com/images/M/MV5BN2JjNzVhOTMtNTc3Yi00NGNjLWI3YjgtYjkyZTYzY2FmMmIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
849,Lucky Number Slevin,2006,R,110,"Crime, Drama, Thriller            ",7.7,"
A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
850,Evil Dead II,1987,R,84,"Comedy, Horror            ",7.7,"
The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.","https://m.media-amazon.com/images/M/MV5BMWY3ODZlOGMtNzJmOS00ZTNjLWI3ZWEtZTJhZTk5NDZjYWRjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
851,Star Trek II: The Wrath of Khan,1982,PG,113,"Action, Adventure, Sci-Fi            ",7.7,"
With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.","https://m.media-amazon.com/images/M/MV5BNmZiZmM2OTUtZDlmOC00YzYyLThkMGEtZWFkMjJmM2EwZDVkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
852,This Is England,2006,Not Rated,101,"Crime, Drama            ",7.7,"
A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
853,Ray, 2004,PG-13,152,"Biography, Drama, Music            ",7.7,"
The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
854,Roma,2018,R,135,Drama            ,7.7,"
A year in the life of a middle-class family's maid in Mexico City in the early 1970s.","https://m.media-amazon.com/images/M/MV5BMTU0OTc3ODk4Ml5BMl5BanBnXkFtZTgwMzM4NzI5NjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
855,Belle de Jour,1967,R,100,"Drama, Romance            ",7.7,"
A frigid young housewife decides to spend her midweek afternoons as a prostitute.","https://m.media-amazon.com/images/M/MV5BYjJiMGEwYTQtOGM0Ni00ZDQ0LThlNWItNzgwNTBlYmE1YzdjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
856,The Broken Circle Breakdown,2012,Not Rated,111,"Drama, Music, Romance            ",7.7,"
Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","https://m.media-amazon.com/images/M/MV5BMTQzMzg2Nzg2MF5BMl5BanBnXkFtZTgwNjUzNzIzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
857,Malcolm X,1992,PG-13,202,"Biography, Drama, History            ",7.7,"
Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.","https://m.media-amazon.com/images/M/MV5BZDkzOTFmMTUtMmI2OS00MDE4LTg5YTUtODMwNDMzNmI5OGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR3,0,67,98_AL_.jpg"
858,Flipped, 2010,PG,90,"Comedy, Drama, Romance            ",7.7,"
Two eighth-graders start to have feelings for each other despite being total opposites.","https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
859,The Great Beauty,2013,Not Rated,141,Drama            ,7.7,"
Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","https://m.media-amazon.com/images/M/MV5BMWU5NmE2ZTUtYzhkMi00N2JmLWJhODgtM2NhNWU5ZWE5MTRlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY98_CR0,0,67,98_AL_.jpg"
860,Ordinary People,1980,R,124,Drama            ,7.7,"
The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.","https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
861,Billy Elliot,2000,R,110,"Drama, Music            ",7.7,"
A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.","https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
862,Finding Neverland,2004,PG,106,"Biography, Drama, Family            ",7.7,"
The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.","https://m.media-amazon.com/images/M/MV5BNTVmZWE4NGItZmI3Ny00Nzk3LWIyMzQtOTBlYjc4Y2MzMWNjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR3,0,67,98_AL_.jpg"
863,"South Park: Bigger, Longer & Uncut",1999,R,81,"Animation, Comedy, Fantasy            ",7.7,"
When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","https://m.media-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
864,Miller's Crossing,1990,R,115,"Crime, Drama, Thriller            ",7.7,"
Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
865,Mother,2009,R,129,"Crime, Drama, Mystery            ",7.7,"
A mother desperately searches for the killer who framed her son for a girl's horrific murder.","https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_UY98_CR0,0,67,98_AL_.jpg"
866,The Quiet Man,1952,Passed,129,"Comedy, Drama, Romance            ",7.7,"
A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
867,Me and Earl and the Dying Girl,2015,PG-13,105,"Comedy, Drama, Romance            ",7.7,"
High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
868,Black Book,2006,R,145,"Drama, Thriller, War            ",7.7,"
In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","https://m.media-amazon.com/images/M/MV5BMTIzMjc2ODQ2NV5BMl5BanBnXkFtZTYwODkzNTA3._V1_UX67_CR0,0,67,98_AL_.jpg"
869,Run Lola Run,1998,R,80,"Action, Crime, Thriller            ",7.7,"
After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.","https://m.media-amazon.com/images/M/MV5BMDg5MTQ1YjUtOGQzNi00YjM1LThjNzktNjE2YzMxNDU1YTdiXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_UX67_CR0,0,67,98_AL_.jpg"
870,Kubo and the Two Strings,2016,PG,101,"Animation, Action, Adventure            ",7.7,"
A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.","https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
871,Badlands,1973,PG,94,"Action, Crime, Drama            ",7.7,"
An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.","https://m.media-amazon.com/images/M/MV5BY2VhZGExZDQtMTZlOS00OTNmLThjYzktN2VhZDg2ZDA3YzEzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg"
872,The Vanishing,1988,Not Rated,107,"Mystery, Thriller            ",7.7,"
Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.","https://m.media-amazon.com/images/M/MV5BNzczMWJlYTktMjJiZS00Y2ZjLTlhMWItMDg2NWFmZDY3YjdiXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
873,The Man from Nowhere,2010,R,119,"Action, Crime, Drama            ",7.7,"
A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.","https://m.media-amazon.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@._V1_UY98_CR0,0,67,98_AL_.jpg"
874,The Last Emperor,1987,PG-13,163,"Biography, Drama, History            ",7.7,"
Bernardo Bertolucci's Oscar-winning dramatisation of the life story of China's last emperor, Pu Yi.","https://m.media-amazon.com/images/M/MV5BYWZhOThiYTktMTIxNi00OGRlLWI4MTAtNDhjOGEwNjcxMTg3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UX67_CR0,0,67,98_AL_.jpg"
875,Hamlet,1996,PG-13,242,Drama            ,7.7,"
Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.","https://m.media-amazon.com/images/M/MV5BM2U5OWM5NWQtZDYwZS00NmI3LTk4NDktNzcwZjYzNmEzYWU1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg"
876,Beasts of No Nation,2015,TV-MA,137,"Drama, War            ",7.7,"
A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
